I rossi e i neri, vol. 2	Anton Giulio Barrili	29846	Italian
I rossi e i neri, vol. 1	Anton Giulio Barrili	29845	Italian
Les contemplations, v 2-2	Victor Hugo	29844	French
Les contemplations, v 1-2	Victor Hugo	29843	French
Histology of the Blood	Paul Ehrlich and Adolf Lazarus	29842
Anecdotes & Incidents of the Deaf and Dumb	W. R. Roe	29841
A Nursery Rhyme Picture Book	L. Leslie Brooke	29840
The House in the Water	Charles G. D. Roberts	29839
Common Science	Carleton W. Washburne	29838
De verliefde ezel	Louis Marie Anne Couperus	29837	Dutch
Peloponnesian war	Thucydides	29836	Greek
Peloponnesian war	Thucydides	29835	Greek
Peloponnesian war	Thucydides	29834	Greek
Peloponnesian war	Thucydides	29833	Greek
Second Sight	Basil Eugene Wells	29832
Riverita	D. Armando Palacio Valdés	29831	Spanish
El tesoro misterioso	William Tufnell Le Queux	29830	Spanish
Hair Breadth Escapes	T. S. Arthur	29829
The Life and Amours of the Beautiful, Gay and Dashing Kate Percival,	29827
Elisabeth	Sophie Cottin	29826	French
L'étincelle	Delly	29825	French
Diana	Susan Warner	29824
Le carnet de Robespierre (septembre-décembre 1793),	29823	French
Rescue Squad	Thomas J. O'Hara	29822
Shakespeare Jest-Books;	Unknown	29821
The Cathedrals of Northern France	Francis Miltoun	29820
Manuel de Moraes	João Manuel Pereira da Silva	29819	Portuguese
The Plunderer	Roy Norton	29818
The Harbor of Doubt	Frank Williams	29817
The Industries of Animals	Frédéric Houssay	29816
The Declaration of the Rights of Man and of Citizens	Georg Jellinek	29815
De komedianten	Louis Marie Anne Couperus	29814	Dutch
The Big Nightcap Letters	Frances Elizabeth Barrow	29813
The Little Nightcap Letters	Frances Elizabeth Barrow	29812
Two Mittens and the Little Play Mittens	Frances Elizabeth Barrow	29811
The Girl Scouts Their History and Practice	Anonymous	29810
Astounding Stories of Super-Science, May, 1930	Various	29809
The Man Who Wins	Robert Herrick	29808
Solid Geometry with Problems and Applications (Revised edition),	29807
Elemente der Absoluten Geometrie	Johannes Frischauf	29806	German
Étude des Élassoïdes ou Surfaces A Courbure Moyenne Nulle,	29805	French
O thesouro do rei Fernando	Luciano Cordeiro	29804	Portuguese
Una Corta Historia del EBook	Marie Lebert	29803C	Spanish
Une Courte Histoire de l'EBook	Marie Lebert	29802C	French
A Short History of EBooks	Marie Lebert	29801C
La Fonction Gamma	Maurice Godefroy	29800	French
Los espectros	Leonid Nikolayevich Andreyev	29799	Spanish
Japan	David Murray	29798
The Prison Chaplaincy, And Its Experiences	Hosea Quinby	29797
Norwegische Volksmährchen I	P. Asbjörnsen and Jörgen Moe	29796	German
An Ode	Madison J. Cawein	29795
Tree, Spare that Woodman	Dave Dryfoos	29794
The Hohokam Dig	Theodore Pratt	29793
Buffalo Bill's Spy Trailer	Colonel Prentiss Ingraham	29792
The Most Sentimental Man	Evelyn E. Smith	29791
Pleasant Journey	Richard F. Thieme	29790
Poppa Needs Shorts	Leigh Richmond and Walt Richmond	29789
Four Lectures on Mathematics	Jacques Hadamard	29788
England, Picturesque and Descriptive	Joel Cook	29787
Raiding with Morgan	Byron A. Dunn	29786
First Course in the Theory of Equations	Leonard Eugene Dickson	29785
A Fortran Program for Elastic Scattering Analyses with the Nuclear	29784
Équations Différentielles, Leçons sur l'intégration des Équations	29783	French
Space, Time and Gravitation	A. S. Eddington	29782
Le calcul des résidus et ses applications à la théorie des fonctions,	29781	French
Theorie der Abel'schen Functionen	Karl Weierstrass	29780	German
An Elementary Treatise on Fourier's Series and Spherical,	29779
The Last Voyage	Lady Annie Allnutt Brassey	29778
The Identification of the Writer of the Anonymous Letter	29777
Pretty Madcap Dorothy	Laura Jean Libbey	29776
Discours par Maximilien Robespierre -- 5 Fevrier 1791-11 Janvier 1792,	29775	French
Legends of Wailuku	Charlotte Hapai	29773
Oeuvres de Blaise Pascal	Blaise Pascal, François-Marie Arouet,	29772	French
The Planetoid of Peril	Paul Ernst	29771
Plick y Plock	Eugène Sue	29770	Spanish
Jugurtha	Sallust	29769	Finnish
Astounding Stories of Super-Science, August 1930	Various	29768
The Continental Monthly, Vol. 4, No. 2, August, 1863	Various	29767
Audrey Craven	May Sinclair	29766
Webster's Unabridged Dictionary	Various	29765
Kid Scanlan	H. C. Witwer	29764
Alex the Great	H. C. Witwer	29763
FreeChildrenStories.com Collection	Daniel Errico	29762C
Sympathetic Magic	Paul Cameron Brown	29761C
The Dominant Strain	Anna Chapin Ray	29760
Architecture	Thomas Roger Smith and John Slater	29759
Considérations générales sur l'état actuel du Japon,	29758	French
The Story of a Tinder-box	Charles Meymott Tidy	29757
The Cat of Bubastes	G. A. Henty	29756
Mémoires d'une contemporaine (7/8)	Ida Saint-Elme	29755	French
Whittier-land	Samuel T. Pickard	29754
An Orkney Maid	Amelia Edith Huddleston Barr	29752
Melomaniacs	James Huneker	29751
Zen	Jerome Bixby	29750
The Flying Cuspidors	V. R. Francis	29749
The Duke Of Chimney Butte	G. W. Ogden	29748
Aztec Land	Maturin M. Ballou	29747
Nach Amerika! Dritter Band	Friedrich Gerstäcker	29746	German
The Lonely Way--Intermezzo--Countess Mizzie	Arthur Schnitzler	29745
Kristy's Rainy Day Picnic	Olive Thorne Miller	29744
The Missionary	George Griffith	29743
The Long Voyage	Carl Richard Jacobi	29742
Graham's Magazine Vol 33, No. 1, July 1848	Various	29741
A Neta do Arcediago	Camilo Castelo Branco	29740	Portuguese
Little Masterpieces of Science:	Various	29739
Stille Helden	Ida Boy-Ed	29738	German
The Leper in England: with some account of English lazar-houses,	29737
Continental Monthly, Vol. 3, No 4, April 1863	Various	29736
Martians Never Die	Lucius Daniel	29735
Experiments and Observations on Different Kinds of Air,	29734
The Farmer and His Community	Dwight Sanderson	29733
The Old Arm-Chair	Eliza Cook	29732
El Capitán Veneno	Pedro Antonio de Alarcón	29731	Spanish
Desserts and Salads	Gesine Lemcke	29730
Victor's Triumph	Mrs. E. D. E. N. Southworth	29729
Cooking and Dining in Imperial Rome	Apicius	29728
Zero Data	Charles Saphro	29727
The Strollers	Frederic S. Isham	29726
The Fairchild Family	Mary Martha Sherwood	29725
Trees of the Northern United States	Austin C. Apgar	29724
The Mayas, the Sources of Their History/Dr. Le Plongeon in Yucatan,	29723
The Baron's Yule Feast: A Christmas Rhyme	Thomas Cooper	29722
Philo Gubb Correspondence-School Detective	Ellis Parker Butler	29721
Hall of Mirrors	Fredric Brown	29720
Dichtertje - De Uitvreter - Titaantjes	Nescio	29719	Dutch
The Automobile Storage Battery	O. A. Witte	29718
The Finding of Haldgren	Charles Willard Diffin	29717
The Harmsworth Magazine, Vol. 1, No. 2, 1898-1899	Various	29716
The Princess Virginia	C. N. Williamson and A. M. Williamson	29715
The Negro Farmer	Carl Kelsey	29714
The Balladists	John Geddie	29713
Uit het leven van Dik Trom	C. Joh. Kieviet	29712	Dutch
Another Sheaf	John Galsworthy	29711
Ireland as It Is	Robert John Buckley	29710
Valikoima runoelmia	Heinrich Heine	29709	Finnish
Runoelmia	Antti Mäkinen	29708	Finnish
Jordens Inre	Otto Witt	29707	Swedish
Cartas de mi molino	Alphonse Daudet	29706	Spanish
Interference and Other Football Stories	Harold M. Sherman	29705
Masterpieces of Mystery	Various	29704
El Abate Constanín	Ludovic Halévy	29703	Spanish
The Space Rover	Edwin K. Sloat	29702
The Mother's Manual of Children's Diseases	Charles West, M.D.	29701
Poetical Works of William Cullen Bryant	29700
Hetty's Strange History	Helen Jackson	29699
Lighter Than You Think	Nelson Bond	29698
The Heart of Thunder Mountain	Edfrid A. Bingham	29697
The Cruise of the Shining Light	Norman Duncan	29696
The Hound From The North	Ridgwell Cullum	29695
The Treasure Trail	Marah Ellis Ryan	29694
A Waif of the Mountains	Edward S. Ellis	29693
When the West Was Young	Frederick R. Bechdolt	29692
Taxidermy	Leon Luther Pray	29691
Hampstead and Marylebone	Geraldine Edith Mitton	29690
Henry the Sixth	John Blacman	29689
Home Range and Movements of the Eastern Cottontail in Kansas,	29688
History of England from the Fall of Wolsey to the Death of Elizabeth,	29687
The Fiery Totem	Argyll Saxby	29686
Submarine Warfare of To-day	Charles W. Domville-Fife	29685
Prefaces to Terence's Comedies and Plautus's Comedies (1694),	29684
The Little Girl Lost	Eleanor Raper	29683
Erdgeist (Earth-Spirit)	Frank Wedekind	29682
A Mountain Boyhood	Joe Mills	29681
Decision	Frank M. Robinson	29680
Punch or the London Charivari, Vol. 93, September 3, 1887	Various	29679
Epistles of St. Peter and St. Jude Preached and Explained,	29678
Heath's Modern Language Series: El trovador,	29677	Spanish
Identity	Zoë Blade	29676C
Less than Human	Zoë Blade	29675C
Higher Education and Business Standards	Willard Eugene Hotchkiss	29674
Creating Capital	Frederick L. Lipman	29673
Cossack Fairy Tales and Folk Tales	Anonymous	29672
Nobody	Louis Joseph Vance	29671
Against Odds	Lawrence L. Lynch	29670
Punch, or the London Charivari, Vol. 147, December 30, 1914	Various	29669
The Flockmaster of Poison Creek	George W. Ogden	29668
Adrift on the Pacific	Edward S. Ellis	29667
Hymns and Hymnwriters of Denmark	Jens Christian Aaberg	29666
Prairie Farmer, Vol. 56, No. 4, January 26, 1884	Various	29665
Notes and Queries, Number 218, December 31, 1853	Various	29664
Tres mujeres	Jacinto Octavio Picón	29663	Spanish
The Moon is Green	Fritz Reuter Leiber	29662
De Dominee en zijn Gemeente	Ian Maclaren	29661	Dutch
Three Years in the Federal Cavalry	Willard Glazier	29660
Manual of American Grape-Growing	U. P. Hedrick	29659
Italy, the Magic Land	Lilian Whiting	29658
Mixed Faces	Roy Norton	29657
The Mountain Divide	Frank H. Spearman	29656
Harper's New Monthly Magazine, Vol. 1, No. 3, August, 1850	Various	29655
The Wall Street Girl	Frederick Orin Bartlett	29654
Conestoga Wagons in Braddock's Campaign, 1755	Don H. Berkebile	29653
Punch or the London Charivari, Vol. 147, December 16, 1914	Various	29652
Mademoiselle de la Seiglière	Jules Sandeau	29651	French
The Greater Power	Harold Bindloss and W. Herbert Dunton	29650
The Serpent Knight and Other Ballards	George Borrow	29649
Stafeta	F. Omelka	29648C	Czech
The Eighteenth Century in English Caricature	Selwyn Brinton	29647
Once to Every Man	Larry Evans	29646
The Gate to Caesar	William C. Collar	29645	Latin
The Island Mystery	George A. Birmingham	29644
Death of a Spaceman	Walter M. Miller	29643
Hidden Water	Dane Coolidge	29642
The business career in its public relations	Albert Shaw	29641
Germana	Edmond About	29640	Spanish
Is civilization a disease?	Stanton Coit	29639
The Twins of Suffering Creek	Ridgwell Cullum	29638
Introduction to the Study of History	Charles V. Langlois and	29637
Una notte bizzarra	Anton Giulio Barrili	29636	Italian
Dr. Montessori's Own Handbook	Maria Montessori	29635
Annals of Music in America	Henry Charles Lahee	29634
The Beginnings of Cheap Steel	Philip W. Bishop	29633
Competition	James Causey	29632
Journal of a Residence at Bagdad	Anthony Groves	29631
The Curse of Education	Harold E. Gorst	29630
The Destroyer	Burton Egbert Stevenson	29629
The Golden Woman	Ridgwell Cullum	29628
Vóór vier Eeuwen	Pieter Louwerse	29627	Dutch
Our Young Folks, Vol 1, No. 1	Various	29626
Teething Ring	James Causey	29625
Sir Walter Scott	George Saintsbury	29624
The Cuckoo Clock	Wesley Barefoot	29623
The Book of Common Prayer	Church of England	29622
Wild Justice: Stories of the South Seas	Lloyd Osbourne	29621
Sorry: Wrong Dimension	Ross Rocklynne	29620
The Altar at Midnight	Cyril M. Kornbluth	29619
The Aggravation of Elmer	Robert Andrew Arthur	29618
The Vagrant Duke	George Gibbs	29617
Two Arrows	William O. Stoddard	29616
James Boswell	William Keith Leask	29615
The Game of Rat and Dragon	Cordwainer Smith	29614
Récits d'une tante, Vol. 1 de 4	29613	French
Treatise on the Diseases of Women	Lydia E. Pinkham	29612
William Shakespeare	Samuel Levy Bensusan	29611
Las Solteronas	Claude Mancey	29610	Spanish
Six Letters From the Colonies	Robert Seaton	29609
Personal Recollections of a Cavalryman	James Harvey Kidd	29608
Astounding Stories of Super-Science, March 1930	Various	29607
The Emigrant	Frederick William Thomas	29606
Blackwood's Edinburgh Magazine, Volume 57, No. 351, January 1845,	29605
College Teaching	Paul Klapper	29604
Henry IV, Makers of History	John S. C. Abbott	29603
The Coyote	James Roberts	29602
See?	Edward G. Robles	29601
Rural Life and the Rural School	Joseph Kennedy	29600
Homesick	Lyn Venable	29599
Four Little Blossoms at Brookside Farm	Mabel C. Hawley	29598
Neighbor Nelly Socks	Sarah L. Barrow	29597
Funny Big Socks	Sarah L. Barrow	29596
Funny Little Socks	Sarah. L. Barrow	29595
Red, White, Blue Socks, Part Second	Sarah L. Barrow	29594
Red, White, Blue Socks, Part First	Sarah L Barrow	29593
Pasácek Ali	F. Omelka	29592C	Czech
Getting to know Spain	Dee Day	29591
Uit Sowjet-Rusland	Henriette Roland Holst	29590	Dutch
Rodney, the Ranger	John V. Lane	29589
The Spoilers of the Valley	Robert Watson	29588
The Loom of Life	Cotton Noe	29587
The Story of the Cotton Plant	Frederick Wilkinson	29586
Martti mestari ja hänen kisällinsä	E.T.A. Hoffmann	29585	Finnish
Die Piraterie	Paul Stiel	29584	German
Shoulder-Straps	Henry Morford	29583
Tricks of the Town: or, Ways and Means of getting Money,	29582
The Bondwoman	Marah Ellis Ryan	29581
Rim o' the World	B. M. Bower	29580
Watchbird	Robert Sheckley	29579
George Loves Gistla	James McKimmey	29578
Mayflower (Flor de mayo)	Vicente Blasco Ibáñez	29577
Tratado metódico y practico de Materia Médica y de Terapéutica,	29576	Spanish
Lippincott's Magazine, Vol. 20, August 1877	Various	29575
Seven Minor Epics of the English Renaissance, 1596-1624,	29574
The O'Ruddy	Stephen Crane and Robert Barr	29573
Whispering Smith	Frank H. Spearman	29572
Nan of Music Mountain	Frank H. Spearman	29571
Rope	Holworthy Hall	29570
The Mysterious Murder of Pearl Bryan	Unknown	29569
'Charge It'	Irving Bacheller	29568
As obras dos Jeronymos	Luciano Cordeiro	29567
Nacionaes em sessão de 7 de Novembro de 1895	Portuguese
The Centurion's Story	David James Burrell	29566
Les derniers jours de Pékin	Pierre Loti	29565	French
The Pearl of the Antilles, or An Artist in Cuba	Walter Goodman	29564
Geographic Variation in the Harvest Mouse, Reithrodontomys megalotis,	29563
The Clock that Had no Hands	Herbert Kaufman	29562
In a Little Town	Rupert Hughes	29561
M. P.'s in Session	Harry Furniss	29560
They Twinkled Like Jewels	Philip José Farmer	29559
Boy Scouts Handbook	Boy Scouts of America	29558
The Lord of Glory	Arno Gaebelein	29557
The American Missionary -- Volume 38, No. 06, June, 1884	Various	29556
Rural Hygiene	Henry Neely Ogden	29555
An Ethnologist's View of History	Daniel G. Brinton	29554
Historical Society, at Trenton, New Jersey, January 28, 1896
Bunte Steine	Adalbert Stifter	29553	German
The Temple of Glass	John Lydgate	29552
Told	the Northmen:	Ethel Mary Wilmot-Buxton	29551
Mulheres e creanças	Maria Amália Vaz de Carvalho	29550	Portuguese
Le Roi s'amuse	Victor Hugo	29549	French
Warrior Race	Robert Sheckley	29548
The Preface to Aristotle's Art of Poetry	Andre Dacier	29547
Where Half The World Is Waking Up	Clarence Poe	29546
The Spanish Jade	Maurice Hewlett	29545
Jolly Sally Pendleton	Laura Jean Libbey	29544
Ox-Team Days on the Oregon Trail	Ezra Meeker and Howard R. Driggs	29543
The Valor of Cappen Varra	Poul William Anderson	29542
A Walk from London to Fulham	Thomas Crofton Croker	29541
Grace, Actual and Habitual	Joseph Pohle	29540
Le Tour du Monde; Afrique Centrale	Various	29539	French
Le Tour du Monde; Côte d'Ivoire	Various	29538	French
Le Tour du Monde; Île d'Elbe	Various	29537	French
Le Tour du Monde; Kachmir	Various	29536	French
The Hands	Richard Sternbach	29535
The Myxomycetes of the Miami Valley, Ohio	A. P. Morgan	29534
The Red Hand of Ulster	George A. Birmingham	29533
Six Centuries of Painting	Randall Davies	29532
Silhouettes	Arthur Symons	29531
Achtundvierzig Briefe von Johann Gottlieb Fichte und seinen Verwandten,	29530	German
Historia Antiga	Unknown	29529	Portuguese
The Camp Fire Girls in the Mountains	Jane L. Stewart	29528
The Soul of a People	H. Fielding	29527
Vrouwenkiesrecht in de Skandinavische landen,	29526	Dutch
The Leech	Phillips Barbee	29525
The Masked Bridal	Mrs. Georgie Sheldon	29524
Le poète et l'inspiration	Francis Jammes	29523	French
Punch or the London Charivari, Vol. 147, December 23, 1914	Various	29522
Enamels and Cameos and other Poems	Théophile Gautier	29521
Tupa Uudentalon veräjällä	Carl Anton Wetterbergh	29520	Finnish
Nelson's Home Comforts	Mary Hooper	29519
Punch, Or The London Charivari, Vol 150, February 9, 1916	Various	29518
John and Betty's History Visit	Margaret Williamson	29517
The Atlantic Monthly, Volume 14, No. 86, December, 1864	Various	29516
The Battle of the Bays	Owen Seaman	29515
Vergänglichkeit	Sigmund Freud	29514	German
Opinion of the Supreme Court of the United States, at January Term,	29513
Olive in Italy	Moray Dalton	29512
El molino silencioso; Las bodas de Yolanda	Hermann Sudermann	29511	Spanish
An Essay on the Beautiful	Plotinus	29510
Warm	Robert Sheckley	29509
The Ethics of Coöperation	James Hayden Tufts	29508
Reisbrieven uit Afrika en Azië	Aletta Henriette Jacobs	29507	Dutch
El sombrero de tres picos	Pedro Antonio de Alarcón	29506	Spanish
Suggestions to the Jews	Unknown	29505
What's He Doing in There?	Fritz Reuter Leiber	29504
The Hated	Frederik Pohl	29503
Little Masterpieces of Science: Explorers	Various	29502
